X,Y,L
-174260.95115458866,744683.8941871704,n2803
-174262.08757880903,744685.539951428,n2804
-174263.2240030294,744687.1857156856,n2805
-174264.36042724975,744688.8314799431,n2806
-174265.49685147012,744690.4772442007,n2807
-174266.63327569046,744692.1230084582,n2808
-174267.06586650907,744692.7494844648,n2809
-174268.3385510255,744694.2922981676,n2810
-174269.6112355419,744695.8351118704,n2811
-174270.88392005832,744697.3779255733,n2812
-174271.51250696753,744698.1399309913,n2813
-174389.63792041934,744594.8272624332,n2814
-174387.7665629487,744595.5329686165,n2815
-174385.8952054781,744596.2386747998,n2816
-174384.02384800746,744596.944380983,n2817
-174382.15249053683,744597.6500871663,n2818
-174380.2811330662,744598.3557933496,n2819
-174378.40977559556,744599.0614995329,n2820
-174377.7651439769,744599.3045960692,n2821
-174375.79936970797,744599.6730136632,n2822
-174373.833595439,744600.0414312572,n2823
-174371.86782117008,744600.4098488512,n2824
-174369.90204690112,744600.7782664452,n2825
-174367.93627263219,744601.1466840392,n2826
-174365.97049836325,744601.5151016332,n2827
-174364.0047240943,744601.8835192272,n2828
-174362.03894982536,744602.2519368212,n2829
-174360.0731755564,744602.6203544152,n2830
-174358.10740128747,744602.9887720092,n2831
-174356.14162701854,744603.3571896031,n2832
-174355.70709729343,744603.4386274357,n2833
-174356.1637078102,744605.3858066355,n2834
-174356.62031832695,744607.3329858353,n2835
-174357.07692884371,744609.280165035,n2836
-174357.53353936048,744611.2273442347,n2837
-174357.8652532853,744612.6419118608,n2838
-174357.30299014092,744612.7041489602,n2839
-174317.90645721197,744560.1465494365,n2840
-174317.09132135918,744561.9728992227,n2841
-174316.27618550643,744563.7992490089,n2842
-174315.46104965365,744565.6255987951,n2843
-174314.64591380086,744567.4519485813,n2844
-174313.83077794808,744569.2782983675,n2845
-174313.0156420953,744571.1046481536,n2846
-174312.20050624255,744572.9309979399,n2847
-174311.38537038976,744574.757347726,n2848
-174310.57023453698,744576.5836975123,n2849
-174309.7550986842,744578.4100472984,n2850
-174308.9399628314,744580.2363970847,n2851
-174308.12482697866,744582.0627468708,n2852
-174307.30969112588,744583.889096657,n2853
-174306.4945552731,744585.7154464432,n2854
-174305.6794194203,744587.5417962294,n2855
-174304.86428356753,744589.3681460156,n2856
-174304.04914771477,744591.1944958018,n2857
-174303.234011862,744593.020845588,n2858
-174302.4188760092,744594.8471953742,n2859
-174301.60374015642,744596.6735451603,n2860
-174300.78860430364,744598.4998949466,n2861
-174299.9734684509,744600.3262447327,n2862
-174311.27917835026,744559.2436432996,n2863
-174313.26395839138,744558.9973747706,n2864
-174315.2487384325,744558.7511062415,n2865
-174317.2335184736,744558.5048377125,n2866
-174320.3042959904,744557.0974766853,n2867
-174321.88699891604,744555.8747537204,n2868
-174323.4697018417,744554.6520307553,n2869
-174325.05240476734,744553.4293077904,n2870
-174326.635107693,744552.2065848253,n2871
-174328.21781061863,744550.9838618604,n2872
-174329.8005135443,744549.7611388953,n2873
-174331.38321646993,744548.5384159304,n2874
-174332.9659193956,744547.3156929653,n2875
-174334.54862232122,744546.0929700003,n2876
-174336.13132524688,744544.8702470353,n2877
-174337.1565183351,744544.0782303453,n2878
-174339.11272968946,744543.6620126893,n2879
-174341.06894104378,744543.2457950333,n2880
-174343.02515239813,744542.8295773774,n2881
-174344.98136375248,744542.4133597214,n2882
-174346.93757510683,744541.9971420654,n2883
-174348.89378646115,744541.5809244094,n2884
-174350.8499978155,744541.1647067535,n2885
-174352.80620916985,744540.7484890976,n2886
-174354.7624205242,744540.3322714416,n2887
-174356.71863187852,744539.9160537856,n2888
-174358.67484323287,744539.4998361296,n2889
-174360.63105458723,744539.0836184736,n2890
-174362.58726594158,744538.6674008177,n2891
-174364.5434772959,744538.2511831617,n2892
-174366.49968865025,744537.8349655058,n2893
-174368.4559000046,744537.4187478498,n2894
-174370.41211135895,744537.0025301938,n2895
-174372.36832271327,744536.5863125379,n2896
-174374.32453406762,744536.1700948819,n2897
-174376.28074542197,744535.7538772259,n2898
-174378.2369567763,744535.3376595699,n2899
-174380.19316813065,744534.9214419139,n2900
-174381.87188727886,744534.5642655039,n2901
-174381.2884983476,744552.579067707,n2902
-174383.26266741974,744552.258667216,n2903
-174385.23683649188,744551.938266725,n2904
-174387.211005564,744551.617866234,n2905
-174389.18517463614,744551.2974657431,n2906
-174391.15934370828,744550.9770652521,n2907
-174391.62862966358,744550.9009018411,n2908
-174236.95803468497,744514.5418771427,n2909
-174236.43045060826,744512.6127179887,n2910
-174236.32990783596,744512.2450741985,n2911
-174189.66442954759,744483.8916917611,n2912
-174187.72574139768,744484.3831063084,n2913
-174185.78705324774,744484.8745208558,n2914
-174184.8434872638,744485.1136939538,n2915
-174193.90160502933,744551.788281926,n2916
-174191.91056001643,744551.5992323118,n2917
-174189.9195150035,744551.4101826977,n2918
-174187.9284699906,744551.2211330836,n2919
-174185.93742497772,744551.0320834696,n2920
-174183.94637996482,744550.8430338554,n2921
-174181.9553349519,744550.6539842413,n2922
-174179.964289939,744550.4649346272,n2923
-174177.9732449261,744550.275885013,n2924
-174175.9821999132,744550.0868353989,n2925
-174173.9911549003,744549.8977857848,n2926
-174173.18746484886,744549.8214754588,n2927
-174152.48262708765,744525.6391885591,n2928
-174152.10360065373,744527.602944899,n2929
-174151.72457421978,744529.5667012389,n2930
-174151.34554778587,744531.5304575787,n2931
-174151.06109741514,744533.0042102485,n2932
-174106.21801224016,744556.9632402587,n2933
-174108.17969988822,744556.5736487143,n2934
-174110.14138753628,744556.18405717,n2935
-174112.1030751843,744555.7944656255,n2936
-174114.06476283236,744555.4048740811,n2937
-174114.63243652636,744555.2921339762,n2938
-174231.79356930318,744495.657539035,n2939
-174233.76972678545,744495.3496403417,n2940
-174235.7458842677,744495.0417416486,n2941
-174237.72204174998,744494.7338429553,n2942
-174239.69819923223,744494.4259442621,n2943
-174241.6743567145,744494.1180455688,n2944
-174243.65051419678,744493.8101468757,n2945
-174245.62667167903,744493.5022481824,n2946
-174247.6028291613,744493.1943494892,n2947
-174249.57898664355,744492.8864507959,n2948
-174251.55514412583,744492.5785521028,n2949
-174253.53130160808,744492.2706534095,n2950
-174255.50745909035,744491.9627547163,n2951
-174257.48361657263,744491.654856023,n2952
-174259.45977405488,744491.3469573299,n2953
-174261.43593153715,744491.0390586366,n2954
-174263.4120890194,744490.7311599434,n2955
-174265.38824650168,744490.4232612501,n2956
-174267.36440398396,744490.115362557,n2957
-174269.3405614662,744489.8074638637,n2958
-174271.31671894848,744489.4995651705,n2959
-174273.29287643073,744489.1916664772,n2960
-174275.269033913,744488.8837677841,n2961
-174277.24519139528,744488.5758690909,n2962
-174279.22134887753,744488.2679703976,n2963
-174281.1975063598,744487.9600717044,n2964
-174283.17366384206,744487.6521730112,n2965
-174285.14982132433,744487.344274318,n2966
-174286.0513468806,744487.2038105426,n2967
-174288.03781517246,744486.9715526571,n2968
-174290.02428346433,744486.7392947715,n2969
-174292.0107517562,744486.507036886,n2970
-174293.99722004807,744486.2747790003,n2971
-174295.98368833994,744486.0425211148,n2972
-174297.97015663178,744485.8102632292,n2973
-174299.95662492365,744485.5780053437,n2974
-174301.94309321552,744485.3457474582,n2975
-174303.9295615074,744485.1134895725,n2976
-174304.65808272245,744485.0283108674,n2977
-174306.63934602696,744484.7551887003,n2978
-174308.6206093315,744484.4820665332,n2979
-174310.601872636,744484.2089443661,n2980
-174312.58313594054,744483.935822199,n2981
-174314.56439924505,744483.6627000319,n2982
-174316.5456625496,744483.3895778648,n2983
-174318.5269258541,744483.1164556977,n2984
-174320.5081891586,744482.8433335306,n2985
-174322.48945246314,744482.5702113635,n2986
-174324.47071576765,744482.2970891964,n2987
-174326.45197907218,744482.0239670293,n2988
-174327.13725048673,744481.9295006283,n2989
-174327.09888818208,744479.9298685787,n2990
-174327.06052587743,744477.9302365292,n2991
-174327.02216357278,744475.9306044796,n2992
-174326.98380126813,744473.93097243,n2993
-174326.94543896348,744471.9313403806,n2994
-174326.90707665883,744469.931708331,n2995
-174326.86871435418,744467.9320762814,n2996
-174326.83035204952,744465.9324442318,n2997
-174326.79198974487,744463.9328121823,n2998
-174326.75362744022,744461.9331801328,n2999
-174326.72073683885,744460.2187601771,n3000
-174328.67574417382,744459.7969233365,n3001
-174330.6307515088,744459.3750864957,n3002
-174332.58575884378,744458.953249655,n3003
-174334.54076617875,744458.5314128143,n3004
-174336.4957735137,744458.1095759735,n3005
-174338.4507808487,744457.6877391328,n3006
-174340.40578818368,744457.2659022921,n3007
-174342.36079551865,744456.8440654513,n3008
-174344.31580285364,744456.4222286106,n3009
-174346.2708101886,744456.0003917699,n3010
-174348.22581752358,744455.5785549292,n3011
-174350.18082485854,744455.1567180884,n3012
-174352.13583219354,744454.7348812477,n3013
-174354.0908395285,744454.313044407,n3014
-174356.04584686348,744453.8912075663,n3015
-174358.00085419844,744453.4693707256,n3016
-174359.95586153344,744453.0475338849,n3017
-174361.9108688684,744452.6256970441,n3018
-174362.56682811948,744452.4841590697,n3019
-174364.54976106202,744452.2234351826,n3020
-174366.5326940046,744451.9627112953,n3021
-174368.51562694713,744451.7019874082,n3022
-174370.4985598897,744451.4412635211,n3023
-174372.48149283224,744451.180539634,n3024
-174374.46442577482,744450.9198157467,n3025
-174376.44735871736,744450.6590918596,n3026
-174378.43029165993,744450.3983679725,n3027
-174380.41322460247,744450.1376440853,n3028
-174382.396157545,744449.8769201981,n3029
-174384.37909048758,744449.616196311,n3030
-174386.36202343012,744449.3554724238,n3031
-174388.3449563727,744449.0947485367,n3032
-174390.32788931523,744448.8340246495,n3033
-174392.3108222578,744448.5733007623,n3034
-174394.29375520034,744448.3125768752,n3035
-174395.76732217587,744448.1188264454,n3036
-174397.72869918798,744447.7276740246,n3037
-174399.69007620012,744447.3365216037,n3038
-174401.65145321222,744446.945369183,n3039
-174403.61283022436,744446.5542167621,n3040
-174405.57420723647,744446.1630643413,n3041
-174407.5355842486,744445.7719119204,n3042
-174409.4969612607,744445.3807594996,n3043
-174411.45833827285,744444.9896070787,n3044
-174413.41971528495,744444.598454658,n3045
-174415.3810922971,744444.207302237,n3046
-174417.3424693092,744443.8161498163,n3047
-174419.30384632133,744443.4249973954,n3048
-174421.26522333344,744443.0338449746,n3049
-174423.22660034557,744442.6426925538,n3050
-174425.18797735768,744442.2515401329,n3051
-174427.14935436982,744441.8603877121,n3052
-174429.11073138192,744441.4692352912,n3053
-174431.07210839406,744441.0780828705,n3054
-174433.03348540617,744440.6869304496,n3055
-174434.9948624183,744440.2957780288,n3056
-174436.9562394304,744439.9046256079,n3057
-174438.08528057951,744439.6794638078,n3058
-174440.04943438186,744439.3025024827,n3059
-174442.01358818423,744438.9255411575,n3060
-174443.97774198657,744438.5485798323,n3061
-174445.94189578894,744438.1716185071,n3062
-174447.90604959129,744437.794657182,n3063
-174449.87020339366,744437.4176958567,n3064
-174451.834357196,744437.0407345315,n3065
-174451.9547133331,744437.0176357249,n3066
-174453.91886692005,744436.6406732772,n3067
-174455.88302050697,744436.2637108295,n3068
-174457.8471740939,744435.8867483819,n3069
-174459.81132768083,744435.5097859342,n3070
-174461.77548126777,744435.1328234866,n3071
-174463.7396348547,744434.7558610389,n3072
-174465.70378844163,744434.3788985913,n3073
-174467.66794202858,744434.0019361436,n3074
-174469.6320956155,744433.624973696,n3075
-174471.59624920244,744433.2480112483,n3076
-174473.56040278936,744432.8710488006,n3077
-174475.5245563763,744432.494086353,n3078
-174477.48870996322,744432.1171239053,n3079
-174479.45286355016,744431.7401614577,n3080
-174481.4170171371,744431.36319901,n3081
-174483.38117072402,744430.9862365624,n3082
-174485.34532431097,744430.6092741147,n3083
-174487.30947789788,744430.2323116671,n3084
-174489.27363148483,744429.8553492194,n3085
-174491.23778507175,744429.4783867717,n3086
-174493.2019386587,744429.1014243242,n3087
-174495.16609224564,744428.7244618766,n3088
-174497.13024583255,744428.3474994289,n3089
-174451.72869993508,744435.0304472728,n3090
-174451.50268653705,744433.0432588208,n3091
-174451.27667313901,744431.0560703687,n3092
-174451.050659741,744429.0688819167,n3093
-174450.82464634298,744427.0816934647,n3094
-174450.59863294495,744425.0945050126,n3095
-174450.5880910466,744425.0018169737,n3096
-174450.98873288662,744423.042356304,n3097
-174451.38937472663,744421.0828956343,n3098
-174451.79001656664,744419.1234349646,n3099
-174452.19065840665,744417.1639742949,n3100
-174452.59130024666,744415.2045136252,n3101
-174452.9919420867,744413.2450529556,n3102
-174453.3925839267,744411.2855922859,n3103
-174453.7932257667,744409.3261316163,n3104
-174454.1123969658,744407.7651278741,n3105
-174455.87263410277,744406.8156199902,n3106
-174457.63287123974,744405.8661121062,n3107
-174459.3931083767,744404.9166042224,n3108
-174461.15334551368,744403.9670963384,n3109
-174462.91358265065,744403.0175884545,n3110
-174464.67381978763,744402.0680805705,n3111
-174466.4340569246,744401.1185726867,n3112
-174468.19429406157,744400.1690648027,n3113
-174469.9545311985,744399.2195569188,n3114
-174471.71476833549,744398.2700490349,n3115
-174473.47500547246,744397.320541151,n3116
-174475.23524260943,744396.371033267,n3117
-174476.9954797464,744395.4215253831,n3118
-174478.35212423126,744394.6897236236,n3119
-174479.45352931597,744393.0203204849,n3120
-174480.55493440066,744391.3509173462,n3121
-174481.65633948537,744389.6815142076,n3122
-174482.7577445701,744388.0121110689,n3123
-174483.85914965477,744386.3427079302,n3124
-174484.9605547395,744384.6733047916,n3125
-174486.0619598242,744383.0039016529,n3126
-174487.1633649089,744381.3344985142,n3127
-174508.73345230904,744549.6885957047,n3128
-174510.71626798963,744549.4269815295,n3129
-174512.69908367025,744549.165367354,n3130
-174514.68189935084,744548.9037531787,n3131
-174516.66471503145,744548.6421390034,n3132
-174518.64753071204,744548.380524828,n3133
-174520.63034639266,744548.1189106527,n3134
-174522.61316207328,744547.8572964773,n3135
-174524.59597775387,744547.5956823019,n3136
-174526.57879343448,744547.3340681266,n3137
-174528.56160911507,744547.0724539512,n3138
-174530.5444247957,744546.8108397758,n3139
-174532.52724047628,744546.5492256006,n3140
-174534.5100561569,744546.2876114252,n3141
-174536.4928718375,744546.0259972499,n3142
